427943,20180915,0353,1097,1
356556,20180915,0356,1086,1
119031,20180915,0409,1096,1
218132,20180915,0411,1007,1
119031,20180915,0411,1055,0
479717,20180915,0419,1079,0
229143,20180915,0423,1074,0
149470,20180915,0442,1012,1
306342,20180915,0453,1062,1
408615,20180915,0459,1051,1
478685,20180915,0512,1092,1
149470,20180915,0528,1068,0
220254,20180915,0537,1064,0
265265,20180915,0545,1057,1
302831,20180915,0556,1026,1
454392,20180915,0610,1090,0
141368,20180915,0611,1016,0
324523,20180915,0617,1074,0
408615,20180915,0634,1001,0
456628,20180915,0647,1015,1
456628,20180915,0705,1074,0
213052,20180915,0722,1009,1
339846,20180915,0738,1080,0
302831,20180915,0757,1088,0
457547,20180915,0816,1086,0
427943,20180915,0817,1013,0
360618,20180915,0819,1027,0
229143,20180915,0821,1074,1
465064,20180915,0832,1085,0
265265,20180915,0851,1015,0
495636,20180915,0908,1001,1
356556,20180915,0917,1040,0
356967,20180915,0930,1066,1
302831,20180915,0935,1088,2
106548,20180915,0945,1062,0
428182,20180915,1002,1064,1
205670,20180915,1005,1026,0
427943,20180915,1007,1013,1
324523,20180915,1026,1074,1
283300,20180915,1034,1009,1
205670,20180915,1041,1026,1
205302,20180915,1053,1000,0
229143,20180915,1107,1091,0
174180,20180915,1115,1058,1
144977,20180915,1121,1084,1
106548,20180915,1137,1062,1
315852,20180915,1141,1072,0
205670,20180915,1151,1064,0
315852,20180915,1209,1072,1
126222,20180915,1217,1038,1
213052,20180915,1230,1060,0
428182,20180915,1234,1051,0
143278,20180915,1234,1033,1
490519,20180915,1244,1039,1
306342,20180915,1253,1074,0
495636,20180915,1258,1029,0
454392,20180915,1317,1090,1
265265,20180915,1327,1015,1
229143,20180915,1334,1091,1
143278,20180915,1340,1006,0
229143,20180915,1359,1056,0
440145,20180915,1413,1049,1
138573,20180915,1429,1005,0
138573,20180915,1439,1005,1
138573,20180915,1449,1022,0
106548,20180915,1502,1041,0
436913,20180915,1519,1026,1
478685,20180915,1528,1077,0
205302,20180915,1538,1000,1
111456,20180915,1542,1075,1
490519,20180915,1600,1022,0
218132,20180915,1618,1026,0
283300,20180915,1618,1076,0
263502,20180915,1624,1049,0
